s_no,area_type,availability,location,size,society,total_sqft,bath,balcony,price
305,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3,2,105
306,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2,3,45
307,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,26
308,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3,2,95
309,Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4,3,65
310,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3,3,150
311,Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2,3,100
312,Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3,3,115
313,Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2,1,55.55
314,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3,3,67
315,Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2,2,46.5
316,Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5,2,180
317,Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2,2,27
318,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2,2,75
319,Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2,2,52
320,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2,1,51
321,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2,1,83.09
322,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2,1,65
323,Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2,2,128
324,Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,,1200,4,3,165
325,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3,2,415
326,Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,2400,4,1,400
327,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3,2,56
328,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2,2,55
329,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2,2,52
330,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2,1,55
331,Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3,2,95
332,Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,,1000,2,1,67
333,Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4,2,198
334,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2,2,74
335,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3,2,215
336,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2,1,58
337,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2,2,45
338,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6,2,230
339,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3,3,64
340,Plot  Area,18-Mar,T.C PALYA,2 Bedroom,,1200,2,0,79
341,Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,,1230,2,3,48
342,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Clntsrt,1250,2,2,40
343,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2,2,76
344,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3,1,150
345,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,,,21.53
346,Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2,2,65
347,Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,,1350,2,0,140
348,Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3,1,49.36
349,Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3,0,150
350,Plot  Area,18-Dec,Suragajakkanahalli,3 Bedroom,PrhyaK ,11,3,2,74
351,Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2,1,43.25
352,Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2,1,77
353,Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3,2,75
354,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2,3,57
355,Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1,1,28.35
356,Plot  Area,Ready To Move,RMV,3 Bedroom,,2000,3,2,365
357,Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,,1762,3,1,125
358,Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,,950,2,2,50
359,Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5,3,335
360,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2,1,50
361,Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2,2,89.04
362,Super built-up  Area,Ready To Move,MS Pallya,3 BHK,,1200,3,0,90
363,Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,,1500,4,2,230
364,Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,500,1,1,18.5
365,Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2,1,52
366,Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1,0,11.66
367,Built-up  Area,Ready To Move,Bellandur,2 BHK,,1205,2,3,66
368,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2,2,60
369,Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2,2,39
370,Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2,1,60
371,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5,2,212
372,Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2,2,55
373,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2,1,65
374,Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3,2,275
375,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2,2,46.8
376,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2,1,108
377,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3,2,110
378,Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1,0,29.9
379,Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3,2,95
380,Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3,0,77
381,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3,2,115
382,Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2,,90
383,Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1,1,36
384,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,44
385,Built-up  Area,Ready To Move,Kengeri,2 BHK,,1000,2,1,25
386,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2,1,40
387,Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,,1629,3,2,79
388,Built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1580,2,0,134
389,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3,2,121
390,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2,1,94
391,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2,2,45.79
392,Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2,1,33
393,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3,3,108
394,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2,2,53
395,Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2,1,58
396,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2,1,32
397,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2,2,55
398,Super built-up  Area,Ready To Move,K N Extension,6 BHK,,700,3,,120
399,Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2,1,120
400,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3,1,45
401,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3,2,161
402,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4,1,230
403,Plot  Area,Ready To Move,Battarahalli,2 Bedroom,,1200,2,1,65
404,Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,,1200,4,1,175
405,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2,1,82
406,Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,,1000,2,0,165
407,Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,1200,2,0,125
408,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3,2,410
409,Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,,12000,6,3,2200
410,Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,,550,1,1,62
411,Super built-up  Area,Ready To Move,Kengeri,1 BHK,,34.46Sq. Meter,1,0,18.5
412,Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2,,38
413,Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2,1,38
414,Plot  Area,Ready To Move,Mahalakshmi Layout,6 Bedroom,,1200,7,3,250
415,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3,3,64.5
416,Built-up  Area,Ready To Move,Amco Colony,3 BHK,Hoeatan,1760,3,2,88
417,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2,2,62
418,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1350,3,2,150
419,Plot  Area,17-Dec,Anandapura,2 Bedroom,,1000,2,1,55
420,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1090,2,2,31.48
421,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2,0,60
422,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4,2,103
423,Super built-up  Area,18-Oct,Bommasandra,2 BHK,DSoodil,1060,2,1,26.5
424,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2,1,75
425,Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985,2,2,67
426,Plot  Area,Ready To Move,Chandapura,6 Bedroom,,1533,5,3,85
427,Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590,3,2,79
428,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2,2,55
429,Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069,2,1,55
430,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1933,3,2,140
431,Built-up  Area,16-Mar,Hosur Road,2 BHK,PuendWe,1194,2,0,69
432,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Danna S,1150,2,3,69
433,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1240,2,2,47.12
434,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2,2,48.1
435,Plot  Area,Ready To Move,7th Phase JP Nagar,8 Bedroom,,1200,8,,250
436,Super built-up  Area,Ready To Move,Richmond Town,3 BHK,Bltonin,2150,4,,240
437,Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1450,3,2,55
438,Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Plowsri,1630,3,2,68.29
439,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,1,1,40
440,Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1000,4,3,110
441,Plot  Area,Ready To Move,Whitefield,4 Bedroom,,11890,4,3,700
442,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1250,2,1,76
443,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2,1,95
444,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1670,2,3,57
445,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3,2,100
446,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2,1,71
447,Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2,2,95
448,Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1,1,34.65
449,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3,2,135
450,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,,1650,3,2,78
451,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2,1,55.47
452,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Bancyri,1800,3,2,252
453,Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346,2,1,74.03
454,Plot  Area,Ready To Move,Thippasandra,4 Bedroom,,1200,4,2,200
455,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ElavuHo,1150,2,2,55
456,Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,Gontyol,3309,4,3,325
457,Super built-up  Area,18-May,Chandapura,3 BHK,SunceEs,1190,2,2,30.35
458,Super built-up  Area,Ready To Move,AECS Layout,3 BHK,DSutyng,1620,3,2,98
459,Super built-up  Area,18-Apr,Marathahalli,2 BHK,,950,2,1,46.96
460,Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,Bancyri,5000,9,3,360
461,Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2450,3,0,120
462,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1220,2,1,35.23
463,Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,RKntsrt,850,2,1,30
464,Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,1020,2,2,63
465,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1100,2,2,50
466,Super built-up  Area,Ready To Move,Defence Colony,2 BHK,Vantspa,1150,2,2,126
467,Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1760,2,2,130
468,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1800,3,3,110
469,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1070,2,1,54
470,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,1500,4,2,220
471,Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,,1440,2,0,95
472,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Prowsi ,900,2,1,40
473,Built-up  Area,Ready To Move,ITI Employees Layout,4 BHK,,1200,4,1,230
474,Super built-up  Area,18-May,Whitefield,2 BHK,SMuilan,1130,2,1,42.16
475,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2,1,165
476,Super built-up  Area,19-Jun,Kodigehalli,2 BHK,,1270,2,1,98
477,Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,Sryamar,1200,2,1,62
478,Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4 BHK,,4800,4,,235
479,Super built-up  Area,Ready To Move,NS Palya,2 BHK,,1200,2,1,74
480,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2,0,50.17
481,Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,LiaveEn,1150,4,2,260
482,Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,1125,4,3,180
483,Plot  Area,Ready To Move,Kenchenahalli,5 Bedroom,,500,3,2,65
484,Plot  Area,Ready To Move,3rd Block Hrbr Layout,5 Bedroom,Bemesrm,1200,5,2,190
485,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3,2,56
486,Super built-up  Area,Ready To Move,7th Phase JP Nagar,4 BHK,,3600,4,3,400
487,Plot  Area,Ready To Move,Bank Avenue,4 Bedroom,,2000,4,2,99
488,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1208,2,1,49
489,Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Vrensn ,1130,2,2,60
490,Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,VDdonel,1753,3,2,120
491,Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,Brica E,4500,7,3,337
492,Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,,600,3,2,58
493,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1196,2,2,94.42
494,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Prenty ,1150,3,3,52.5
495,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2,1,63
496,Super built-up  Area,Ready To Move,Omkar Nagar,2 BHK,Shinei ,1000,2,1,53
497,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Apows M,1035,2,1,45
498,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,950,2,1,32
499,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,36
500,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SVineun,1040,2,1,48.5
501,Plot  Area,17-Oct,Maragondanahalli,2 Bedroom,,720,2,1,45
502,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1511,3,1,95
503,Built-up  Area,Ready To Move,Silk Board,3 BHK,,1300,3,1,58
504,Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1545,3,1,68.75
505,Built-up  Area,Ready To Move,Shampura,1 BHK,,375,2,0,26
506,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1062,2,3,38
507,Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,,1115,2,1,40
508,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,DSvvyx ,1000,2,1,35
509,Super built-up  Area,17-May,Kambipura,2 BHK,Prrtht ,883,2,1,45
510,Super built-up  Area,19-Apr,Sarjapur  Road,2 BHK,Brareio,1195,2,1,70
511,Plot  Area,Ready To Move,BHEL Layout,4 Bedroom,,1200,3,1,165
512,Built-up  Area,Ready To Move,Medahalli,1 Bedroom,,700,1,0,41
513,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2,1,67
514,Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,660,4,2,90
515,Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,8500,4,2,145
516,Super built-up  Area,Ready To Move,Kashi Nagar,4 BHK,,1600,4,1,80
517,Super built-up  Area,18-Dec,Haralur Road,4 BHK,SNnia E,2805,5,3,154
518,Super built-up  Area,Ready To Move,Begur Road,3 BHK,,1584,3,,65
519,Plot  Area,Ready To Move,Sector 7 HSR Layout,4 Bedroom,,3000,5,1,275
520,Built-up  Area,Ready To Move,Hosur Road,3 BHK,,1175,2,2,48
521,Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",3 BHK,,1595,3,2,115
522,Super built-up  Area,Ready To Move,VHBCS Layout,2 BHK,OlarkLa,1353,2,2,110
523,Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1599,3,2,125
524,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SuMTBPr,1150,2,1,70
525,Super built-up  Area,17-Dec,Jakkur,4 BHK,Lecco C,5230,6,1,465
526,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Jahidva,1155,2,2,42.74
527,Built-up  Area,Ready To Move,Ittamadu,1 BHK,,1200,2,0,85
528,Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,,1000,2,1,25
529,Super built-up  Area,Ready To Move,Thanisandra,4 BHK,,3000,4,,120
530,Built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1867,3,1,160
531,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2,1,47
532,Super built-up  Area,18-Apr,Gattahalli,2 BHK,Arano M,1028,2,1,45.5
533,Super built-up  Area,Ready To Move,Arekere,2 BHK,Amngsag,1222,2,2,45
534,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1170,2,1,66
535,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400,4,1,245
536,Super built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,,1385,2,2,48.48
537,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372,2,1,68
538,Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Bilya A,1282,2,2,49
539,Super built-up  Area,Ready To Move,Mico Layout,9 BHK,Amsomun,5000,9,3,210
540,Built-up  Area,Ready To Move,7th Block Jayanagar,5 Bedroom,,3000,3,1,528
541,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shdhia ,1135,2,1,39.73
542,Built-up  Area,20-Dec,Whitefield,3 BHK,,1768,3,2,101
543,Built-up  Area,Ready To Move,Byatarayanapura,3 BHK,Foconna,1325,2,1,90
544,Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1599,3,2,99
545,Plot  Area,18-Mar,Whitefield,3 Bedroom,,1500,3,1,61.95
546,Plot  Area,Ready To Move,2nd Phase JP Nagar,3 Bedroom,,2610,3,0,499
547,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1286,2,2,63
548,Built-up  Area,Ready To Move,Kammanahalli,5 BHK,,2845,5,1,140
549,Super built-up  Area,Ready To Move,K G Colony,3 BHK,Aincy R,1600,2,,50
550,Super built-up  Area,18-Sep,Hennur Road,2 BHK,Shxorm ,1195 - 1440,2,0,63.77
551,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5,2,260
552,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1102,2,2,53.67
553,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Sahanra,1350,2,2,54
554,Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1200,2,2,42
555,Plot  Area,Ready To Move,Hosa Road,6 Bedroom,,1300,6,0,145
556,Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1800,1,1,80
557,Built-up  Area,Ready To Move,Chikkabanavar,2 BHK,,950,2,1,40
558,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,27.25
559,Built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656,2,1,25
560,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,,1780,4,3,175
561,Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,Icncy R,1056,2,1,80
562,Super built-up  Area,21-Feb,Bannerghatta Road,1 BHK,Hiatei ,595,1,1,33.32
563,Built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2,2,50
564,Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,2225,3,1,160
565,Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1126,2,1,28.15
566,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3,1,84
567,Plot  Area,Ready To Move,HRBR Layout,4 Bedroom,,2000,4,1,300
568,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PuineSu,1550,3,3,100
569,Super built-up  Area,Ready To Move,,3 BHK,Grare S,1600,3,2,86
570,Built-up  Area,Ready To Move,Ashwini layout,2 BHK,,1160,2,1,55
571,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,4144,4,3,315
572,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100,3,2,125
573,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2,1,69.3
574,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,LGestbo,2230,4,3,225
575,Super built-up  Area,Ready To Move,Marathalli bridge,3 BHK,,1544,3,,120
576,Super built-up  Area,18-May,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,58.7
577,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aahts H,1230,2,2,80
578,Plot  Area,Ready To Move,T.C PALYA,2 Bedroom,,1200,2,0,65
579,Super built-up  Area,Ready To Move,Harlur,3 BHK,,1460,3,1,73
580,Plot  Area,Immediate Possession,Sarjapur  Road,,Asiss B,1200 - 2400,,,34.185
581,Built-up  Area,Ready To Move,Gottigere,2 BHK,,967,2,3,45
582,Built-up  Area,Ready To Move,Byatarayanapura,1 Bedroom,,540,1,1,36
583,Super built-up  Area,19-Dec,Hormavu,1 BHK,Kolisl ,715,1,2,46
584,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3,2,313
585,Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1578,3,1,180
586,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,,1020,2,1,48.95
587,Super built-up  Area,Ready To Move,Jigani,2 BHK,i1odsne,1020,2,1,40
588,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ansna K,1253,2,1,102
589,Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1180,2,2,42
590,Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,961,2,2,38
591,Built-up  Area,Ready To Move,Kanakapura,3 BHK,,1419,3,3,75
592,Super built-up  Area,Ready To Move,Harlur,3 BHK,SomonCi,1709,3,2,150
593,Plot  Area,Ready To Move,Papareddipalya,2 Bedroom,,1600,2,0,115
594,Super built-up  Area,18-Jul,Venkatapura,1 BHK,,416,1,1,18.5
595,Carpet  Area,Ready To Move,Sanjay nagar,2 BHK,,1100,2,2,98
596,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,,1430,2,1,65
597,Super built-up  Area,Ready To Move,Sneha Colony,2 BHK,Daill S,1260,2,2,45
598,Built-up  Area,Ready To Move,RMV Extension,3 BHK,DSureSi,1630,3,2,85
599,Super built-up  Area,19-May,Sarjapur  Road,3 BHK,Soini T,1249,3,2,44.71
600,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1450,2,3,85
601,Super built-up  Area,17-Nov,Konanakunte,3 BHK,Prasa W,2791,3,1,223
602,Super built-up  Area,Ready To Move,Hosapalya,1 BHK,,600,1,0,90
603,Built-up  Area,Ready To Move,Ashwini layout,1 BHK,Kaantth,834,1,1,60
604,Plot  Area,Ready To Move,Doddagubbi,3 Bedroom,,1125,4,1,70
605,Super built-up  Area,Ready To Move,Arekere,3 BHK,,2060,3,2,140
606,Super built-up  Area,19-Jan,Malleshwaram,7 BHK,,12000,7,3,2200
607,Built-up  Area,Ready To Move,Gottigere,2 BHK,Drente ,891,2,1,25
608,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2,1,49.07
609,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,37
610,Super built-up  Area,18-May,Sector 6 HSR Layout,4 BHK,,3000,5,2,260
611,Plot  Area,Ready To Move,Brookefield,4 Bedroom,,2440,5,2,425
